Mod:Item:MetaData, Localized Name
divinerpg:gray_rupee_helmet, Gray Rupee Helmet
divinerpg:gray_rupee_chestplate, Gray Rupee Chestplate
divinerpg:gray_rupee_leggings, Gray Rupee Leggings
divinerpg:gray_rupee_boots, Gray Rupee Boots
divinerpg:green_rupee_helmet, Green Rupee Helmet
divinerpg:green_rupee_chestplate, Green Rupee Chestplate
divinerpg:green_rupee_leggings, Green Rupee Leggings
divinerpg:green_rupee_boots, Green Rupee Boots
divinerpg:red_rupee_helmet, Red Rupee Helmet
divinerpg:red_rupee_chestplate, Red Rupee Chestplate
divinerpg:red_rupee_leggings, Red Rupee Leggings
divinerpg:red_rupee_boots, Red Rupee Boots
divinerpg:yellow_rupee_helmet, Yellow Rupee Helmet
divinerpg:yellow_rupee_chestplate, Yellow Rupee Chestplate
divinerpg:yellow_rupee_leggings, Yellow Rupee Leggings
divinerpg:yellow_rupee_boots, Yellow Rupee Boots
divinerpg:shadow_helmet, Shadow Helmet
divinerpg:shadow_chestplate, Shadow Chestplate
divinerpg:shadow_leggings, Shadow Leggings
divinerpg:shadow_boots, Shadow Boots
divinerpg:skeleman_helmet, Skeleman Helmet
divinerpg:skeleman_chestplate, Skeleman Chestplate
divinerpg:skeleman_leggings, Skeleman Leggings
divinerpg:skeleman_boots, Skeleman Boots
divinerpg:terran_helmet, Terran Helmet
divinerpg:terran_chestplate, Terran Chestplate
divinerpg:terran_leggings, Terran Leggings
divinerpg:terran_boots, Terran Boots
divinerpg:wither_reaper_helmet, Wither Reaper Helmet
divinerpg:wither_reaper_chestplate, Wither Reaper Chestplate
divinerpg:wither_reaper_leggings, Wither Reaper Leggings
divinerpg:wither_reaper_boots, Wither Reaper Boots
divinerpg:santa_helmet, Santa Cap
divinerpg:santa_chestplate, Santa Tunic
divinerpg:santa_leggings, Santa Pants
divinerpg:santa_boots, Santa Boots
divinerpg:eden_helmet, Eden Helmet
divinerpg:eden_chestplate, Eden Chestplate
divinerpg:eden_leggings, Eden Leggings
divinerpg:eden_boots, Eden Boots
divinerpg:wildwood_helmet, Wildwood Helmet
divinerpg:wildwood_chestplate, Wildwood Chestplate
divinerpg:wildwood_leggings, Wildwood Leggings
divinerpg:wildwood_boots, Wildwood Boots
divinerpg:apalachia_helmet, Apalachia Helmet
divinerpg:apalachia_chestplate, Apalachia Chestplate
divinerpg:apalachia_leggings, Apalachia Leggings
divinerpg:apalachia_boots, Apalachia Boots
divinerpg:skythern_helmet, Skythern Helmet
divinerpg:skythern_chestplate, Skythern Chestplate
divinerpg:skythern_leggings, Skythern Leggings
divinerpg:skythern_boots, Skythern Boots
divinerpg:mortum_helmet, Mortum Helmet
divinerpg:mortum_chestplate, Mortum Chestplate
divinerpg:mortum_leggings, Mortum Leggings
divinerpg:mortum_boots, Mortum Boots
divinerpg:halite_helmet, Halite Helmet
divinerpg:halite_chestplate, Halite Chestplate
divinerpg:halite_leggings, Halite Leggings
divinerpg:halite_boots, Halite Boots
divinerpg:awakened_halite_helmet, Awakened Halite Helmet
divinerpg:awakened_halite_chestplate, Awakened Halite Chestplate
divinerpg:awakened_halite_leggings, Awakened Halite Leggings
divinerpg:awakened_halite_boots, Awakened Halite Boots
divinerpg:korma_helmet, Korma Helmet
divinerpg:korma_chestplate, Korma Chestplate
divinerpg:korma_leggings, Korma Leggings
divinerpg:korma_boots, Korma Boots
divinerpg:vemos_helmet, Vemos Helmet
divinerpg:vemos_chestplate, Vemos Chestplate
divinerpg:vemos_leggings, Vemos Leggings
divinerpg:vemos_boots, Vemos Boots
divinerpg:degraded_helmet, Degraded Helmet
divinerpg:degraded_hood, Degraded Hood
divinerpg:degraded_mask, Degraded Mask
divinerpg:degraded_chestplate, Degraded Chestplate
divinerpg:degraded_leggings, Degraded Leggings
divinerpg:degraded_boots, Degraded Boots
divinerpg:finished_helmet, Finished Helmet
divinerpg:finished_hood, Finished Hood
divinerpg:finished_mask, Finished Mask
divinerpg:finished_chestplate, Finished Chestplate
divinerpg:finished_leggings, Finished Leggings
divinerpg:finished_boots, Finished Boots
divinerpg:glistening_helmet, Glistening Helmet
divinerpg:glistening_hood, Glistening Hood
divinerpg:glistening_mask, Glistening Mask
divinerpg:glistening_chestplate, Glistening Chestplate
divinerpg:glistening_leggings, Glistening Leggings
divinerpg:glistening_boots, Glistening Boots
divinerpg:demonized_helmet, Demonized Helmet
divinerpg:demonized_hood, Demonized Hood
divinerpg:demonized_mask, Demonized Mask
divinerpg:demonized_chestplate, Demonized Chestplate
divinerpg:demonized_leggings, Demonized Leggings
divinerpg:demonized_boots, Demonized Boots
divinerpg:tormented_helmet, Tormented Helmet
divinerpg:tormented_hood, Tormented Hood
divinerpg:tormented_mask, Tormented Mask
divinerpg:tormented_chestplate, Tormented Chestplate
divinerpg:tormented_leggings, Tormented Leggings
divinerpg:tormented_boots, Tormented Boots
divinerpg:arlemite_shovel, Arlemite Shovel
divinerpg:arlemite_pickaxe, Arlemite Pickaxe
divinerpg:arlemite_axe, Arlemite Axe
divinerpg:arlemite_hoe, Arlemite Hoe
divinerpg:arlemite_shickaxe, Arlemite Shickaxe
divinerpg:bedrock_shovel, Bedrock Shovel
divinerpg:bedrock_pickaxe, Bedrock Pickaxe
divinerpg:bedrock_axe, Bedrock Axe
divinerpg:corrupted_shovel, Corrupted Shovel
divinerpg:corrupted_pickaxe, Corrupted Pickaxe
divinerpg:corrupted_axe, Corrupted Axe
divinerpg:divine_shovel, Divine Shovel
divinerpg:divine_pickaxe, Divine Pickaxe
divinerpg:divine_axe, Divine Axe
divinerpg:divine_shickaxe, Divine Shickaxe
divinerpg:realmite_shovel, Realmite Shovel
divinerpg:realmite_pickaxe, Realmite Pickaxe
divinerpg:realmite_axe, Realmite Axe
divinerpg:realmite_hoe, Realmite Hoe
divinerpg:rupee_shovel, Rupee Shovel
divinerpg:rupee_pickaxe, Rupee Pickaxe
divinerpg:rupee_axe, Rupee Axe
divinerpg:rupee_hoe, Rupee Hoe
divinerpg:rupee_shickaxe, Rupee Shickaxe
divinerpg:eden_shovel, Eden Shovel
divinerpg:eden_pickaxe, Eden Pickaxe
divinerpg:eden_axe, Eden Axe
divinerpg:wildwood_shovel, Wildwood Shovel
divinerpg:wildwood_pickaxe, Wildwood Pickaxe
divinerpg:wildwood_axe, Wildwood Axe
divinerpg:apalachia_shovel, Apalachia Shovel
divinerpg:apalachia_pickaxe, Apalachia Pickaxe
divinerpg:apalachia_axe, Apalachia Axe
divinerpg:skythern_shovel, Skythern Shovel
divinerpg:skythern_pickaxe, Skythern Pickaxe
divinerpg:skythern_axe, Skythern Axe
divinerpg:mortum_shovel, Mortum Shovel
divinerpg:mortum_pickaxe, Mortum Pickaxe
divinerpg:mortum_axe, Mortum Axe
divinerpg:dream_shovel, Dream Shovel
divinerpg:dream_pickaxe, Dream Pickaxe
divinerpg:dream_axe, Dream Axe
eplus:advanced_table, Advanced Enchantment Table
eplus:decorative_book:0, Enchanting Plus Book
eplus:decorative_book:1, Enchanting Book
eplus:decorative_book:2, Prismarine Book
eplus:decorative_book:3, Nether Book
eplus:decorative_book:4, Tartarite Book
eplus:decorative_book:5, Pale Book
eplus:decorative_book:6, Metal Book
eplus:table_upgrade, Table Upgrade
energyconverters:energy_bridge, Energy Bridge
energyconverters:energy_producer_fe, FE Energy Producer
energyconverters:energy_consumer_fe, FE Energy Consumer
energyconverters:energy_producer_eu:0, LV Energy Producer (IC2)
energyconverters:energy_producer_eu:1, MV Energy Producer (IC2)
energyconverters:energy_producer_eu:2, HV Energy Producer (IC2)
energyconverters:energy_producer_eu:3, EV Energy Producer (IC2)
energyconverters:energy_producer_eu:4, IV Energy Producer (IC2)
energyconverters:energy_consumer_eu:0, LV Energy Consumer (IC2)
energyconverters:energy_consumer_eu:1, MV Energy Consumer (IC2)
energyconverters:energy_consumer_eu:2, HV Energy Consumer (IC2)
energyconverters:energy_consumer_eu:3, EV Energy Consumer (IC2)
energyconverters:energy_consumer_eu:4, IV Energy Consumer (IC2)
energyconverters:energy_producer_rf, RF Energy Producer
energyconverters:energy_consumer_rf, RF Energy Consumer
energyconverters:energy_producer_mj, MJ Energy Producer
energyconverters:energy_consumer_mj, MJ Energy Consumer
zerocore:debugtool, Debug Tool
bigreactors:ingotyellorium, Yellorium Ingot
bigreactors:ingotcyanite, Cyanite Ingot
bigreactors:ingotgraphite, Graphite Bar
bigreactors:ingotblutonium, Blutonium Ingot
bigreactors:ingotludicrite, Ludicrite Ingot
bigreactors:ingotsteel, Steel Ingot
bigreactors:dustyellorium, Yellorium Dust
bigreactors:dustcyanite, Cyanite Dust
bigreactors:dustgraphite, Graphite Dust
bigreactors:dustblutonium, Blutonium Dust
bigreactors:dustludicrite, Ludicrite Dust
bigreactors:duststeel, Steel Dust
bigreactors:mineralanglesite, Anglesite (PbSO4)
bigreactors:mineralbenitoite, Benitoite (BaTiSi3O9)
bigreactors:reactorcasingcores, Reactor Casing Core (Legacy)
bigreactors:turbinehousingcores, Turbine Housing Core (Legacy)
bigreactors:wrench, Extreme Wrench
bigreactors:blockyellorium, Yellorium Block
bigreactors:oreanglesite, Anglesite Ore
bigreactors:turbinecreativesteamgenerator, Turbine Creative Steam Generator (Legacy)
bigreactors:turbinerotorblade, Turbine Rotor Blade (Legacy)
bigreactors:blockblutonium, Blutonium Block
bigreactors:orebenitoite, Benitoite Ore
bigreactors:turbinebearing, Turbine Rotor Bearing (Legacy)
bigreactors:reactorrednetport, Reactor RedNet Port (Legacy)
bigreactors:turbinehousing, Turbine Housing (Legacy)
bigreactors:blocksteel, Steel Block
bigreactors:reactoraccessport, Reactor Access Port (Legacy)
bigreactors:turbinecomputerport, Turbine Computer Port (Legacy)
bigreactors:turbinerotorshaft, Turbine Rotor Shaft (Legacy)
bigreactors:reactorcreativecoolantport, Reactor Creative Coolant Port (Legacy)
bigreactors:turbinefluidport, Turbine Fluid Port (Legacy)
bigreactors:blockgraphite, Graphite Block
bigreactors:blockcyanite, Cyanite Block
bigreactors:reactorcoolantport, Reactor Coolant Port (Legacy)
bigreactors:turbinecontroller, Turbine Controller (Legacy)
bigreactors:reactorpowertaptesla, Reactor Tesla Power Tap (Legacy)
bigreactors:turbineglass, Turbine Glass (Legacy)
bigreactors:reactorcasing, Reactor Casing (Legacy)
bigreactors:reactorpowertaprf, Reactor Redstone Flux Power Tap (Legacy)
bigreactors:reactorcontroller, Reactor Controller (Legacy)
bigreactors:reactorredstoneport, Reactor Redstone Port (Legacy)
bigreactors:oreyellorite, Yellorite Ore
bigreactors:blockludicrite, Ludicrite Block
bigreactors:turbinepowertaprf, Turbine Redstone Flux Power Tap (Legacy)
bigreactors:turbinepowertaptesla, Turbine Tesla Power Tap (Legacy)
bigreactors:reactorcomputerport, Reactor Computer Port (Legacy)
bigreactors:reactorglass, Reactor Glass (Legacy)
bigreactors:reactorcontrolrod, Reactor Control Rod (Legacy)
bigreactors:reactorfuelrod, Reactor Fuel Rod (Legacy)
fluxnetworks:flux, Flux
fluxnetworks:fluxcore, Flux Core
fluxnetworks:fluxconfigurator, Flux Configurator
fluxnetworks:adminconfigurator, Admin Configurator
fluxnetworks:fluxblock, Flux Block
fluxnetworks:fluxplug, Flux Plug
fluxnetworks:fluxpoint, Flux Point
fluxnetworks:fluxcontroller, Flux Controller
fluxnetworks:fluxstorage, Basic Flux Storage
fluxnetworks:herculeanfluxstorage, Herculean Flux Storage
fluxnetworks:gargantuanfluxstorage, Gargantuan Flux Storage
itemfilters:filter, Item Filter
itemfilters:missing, Missing Item
ftbquests:screen, Task Screen
ftbquests:progress_detector, Quest Progress Detector
ftbquests:detector:0, Redstone Detector
ftbquests:detector:1, Player Detector
ftbquests:progress_screen, Progress Screen
ftbquests:chest, Quest Chest
ftbquests:loot_crate_storage, Loot Crate Storage
ftbquests:loot_crate_opener, Loot Crate Opener
ftbquests:barrier, Quest Barrier
ftbquests:reward_collector, Reward Collector
ftbquests:book, Quest Book
ftbquests:lootcrate, Loot Crate
ftbquests:custom_icon, Custom Icon
ironchest:iron_gold_chest_upgrade, Iron to Gold Chest Upgrade
ironchest:gold_diamond_chest_upgrade, Gold to Diamond Chest Upgrade
ironchest:copper_silver_chest_upgrade, Copper to Silver Chest Upgrade
ironchest:silver_gold_chest_upgrade, Silver to Gold Chest Upgrade
ironchest:copper_iron_chest_upgrade, Copper to Iron Chest Upgrade
ironchest:diamond_crystal_chest_upgrade, Diamond to Crystal Chest Upgrade
ironchest:wood_iron_chest_upgrade, Wood to Iron Chest Upgrade
ironchest:wood_copper_chest_upgrade, Wood to Copper Chest Upgrade
ironchest:diamond_obsidian_chest_upgrade, Diamond to Obsidian Chest Upgrade
ironchest:iron_gold_shulker_upgrade, Iron to Gold Shulker Box Upgrade
ironchest:gold_diamond_shulker_upgrade, Gold to Diamond Shulker Box Upgrade
ironchest:copper_silver_shulker_upgrade, Copper to Silver Shulker Box Upgrade
ironchest:silver_gold_shulker_upgrade, Silver to Gold Shulker Box Upgrade
ironchest:copper_iron_shulker_upgrade, Copper to Iron Shulker Box Upgrade
ironchest:diamond_crystal_shulker_upgrade, Diamond to Crystal Shulker Box Upgrade
ironchest:vanilla_iron_shulker_upgrade, Vanilla to Iron Shulker Box Upgrade
ironchest:vanilla_copper_shulker_upgrade, Vanilla to Copper Shulker Box Upgrade
ironchest:diamond_obsidian_shulker_upgrade, Diamond to Obsidian Shulker Box Upgrade
ironchest:iron_chest:0, Iron Chest
ironchest:iron_chest:1, Gold Chest
ironchest:iron_chest:2, Diamond Chest
ironchest:iron_chest:3, Copper Chest
ironchest:iron_chest:4, Silver Chest
ironchest:iron_chest:5, Crystal Chest
ironchest:iron_chest:6, Obsidian Chest
ironchest:iron_chest:7, DirtChest 9000!
ironchest:iron_shulker_box_white:0, White Iron Shulker Box
ironchest:iron_shulker_box_white:1, White Gold Shulker Box
ironchest:iron_shulker_box_white:2, White Diamond Shulker Box
ironchest:iron_shulker_box_white:3, White Copper Shulker Box
ironchest:iron_shulker_box_white:4, White Silver Shulker Box
ironchest:iron_shulker_box_white:5, White Crystal Shulker Box
ironchest:iron_shulker_box_white:6, White Obsidian Shulker Box
ironchest:iron_shulker_box_orange:0, Orange Iron Shulker Box
ironchest:iron_shulker_box_orange:1, Orange Gold Shulker Box
ironchest:iron_shulker_box_orange:2, Orange Diamond Shulker Box
ironchest:iron_shulker_box_orange:3, Orange Copper Shulker Box
ironchest:iron_shulker_box_orange:4, Orange Silver Shulker Box
ironchest:iron_shulker_box_orange:5, Orange Crystal Shulker Box
ironchest:iron_shulker_box_orange:6, Orange Obsidian Shulker Box
ironchest:iron_shulker_box_magenta:0, Magenta Iron Shulker Box
ironchest:iron_shulker_box_magenta:1, Magenta Gold Shulker Box
ironchest:iron_shulker_box_magenta:2, Magenta Diamond Shulker Box
ironchest:iron_shulker_box_magenta:3, Magenta Copper Shulker Box
ironchest:iron_shulker_box_magenta:4, Magenta Silver Shulker Box
ironchest:iron_shulker_box_magenta:5, Magenta Crystal Shulker Box
ironchest:iron_shulker_box_magenta:6, Magenta Obsidian Shulker Box
ironchest:iron_shulker_box_light_blue:0, Light Blue Iron Shulker Box
ironchest:iron_shulker_box_light_blue:1, Light Blue Gold Shulker Box
ironchest:iron_shulker_box_light_blue:2, Light Blue Diamond Shulker Box
ironchest:iron_shulker_box_light_blue:3, Light Blue Copper Shulker Box
ironchest:iron_shulker_box_light_blue:4, Light Blue Silver Shulker Box
ironchest:iron_shulker_box_light_blue:5, Light Blue Crystal Shulker Box
ironchest:iron_shulker_box_light_blue:6, Light Blue Obsidian Shulker Box
ironchest:iron_shulker_box_yellow:0, Yellow Iron Shulker Box
ironchest:iron_shulker_box_yellow:1, Yellow Gold Shulker Box
ironchest:iron_shulker_box_yellow:2, Yellow Diamond Shulker Box
ironchest:iron_shulker_box_yellow:3, Yellow Copper Shulker Box
ironchest:iron_shulker_box_yellow:4, Yellow Silver Shulker Box
ironchest:iron_shulker_box_yellow:5, Yellow Crystal Shulker Box
ironchest:iron_shulker_box_yellow:6, Yellow Obsidian Shulker Box
ironchest:iron_shulker_box_lime:0, Lime Iron Shulker Box
ironchest:iron_shulker_box_lime:1, Lime Gold Shulker Box
ironchest:iron_shulker_box_lime:2, Lime Diamond Shulker Box
ironchest:iron_shulker_box_lime:3, Lime Copper Shulker Box
ironchest:iron_shulker_box_lime:4, Lime Silver Shulker Box
ironchest:iron_shulker_box_lime:5, Lime Crystal Shulker Box
ironchest:iron_shulker_box_lime:6, Lime Obsidian Shulker Box
ironchest:iron_shulker_box_pink:0, Pink Iron Shulker Box
ironchest:iron_shulker_box_pink:1, Pink Gold Shulker Box
ironchest:iron_shulker_box_pink:2, Pink Diamond Shulker Box
ironchest:iron_shulker_box_pink:3, Pink Copper Shulker Box
ironchest:iron_shulker_box_pink:4, Pink Silver Shulker Box
ironchest:iron_shulker_box_pink:5, Pink Crystal Shulker Box
ironchest:iron_shulker_box_pink:6, Pink Obsidian Shulker Box
ironchest:iron_shulker_box_gray:0, Gray Iron Shulker Box
ironchest:iron_shulker_box_gray:1, Gray Gold Shulker Box
ironchest:iron_shulker_box_gray:2, Gray Diamond Shulker Box
ironchest:iron_shulker_box_gray:3, Gray Copper Shulker Box
ironchest:iron_shulker_box_gray:4, Gray Silver Shulker Box
ironchest:iron_shulker_box_gray:5, Gray Crystal Shulker Box
ironchest:iron_shulker_box_gray:6, Gray Obsidian Shulker Box
ironchest:iron_shulker_box_silver:0, Light Gray Iron Shulker Box
ironchest:iron_shulker_box_silver:1, Light Gray Gold Shulker Box
ironchest:iron_shulker_box_silver:2, Light Gray Diamond Shulker Box
ironchest:iron_shulker_box_silver:3, Light Gray Copper Shulker Box
ironchest:iron_shulker_box_silver:4, Light Gray Silver Shulker Box
ironchest:iron_shulker_box_silver:5, Light Gray Crystal Shulker Box
ironchest:iron_shulker_box_silver:6, Light Gray Obsidian Shulker Box
ironchest:iron_shulker_box_cyan:0, Cyan Iron Shulker Box
ironchest:iron_shulker_box_cyan:1, Cyan Gold Shulker Box
ironchest:iron_shulker_box_cyan:2, Cyan Diamond Shulker Box
ironchest:iron_shulker_box_cyan:3, Cyan Copper Shulker Box
ironchest:iron_shulker_box_cyan:4, Cyan Silver Shulker Box
ironchest:iron_shulker_box_cyan:5, Cyan Crystal Shulker Box
ironchest:iron_shulker_box_cyan:6, Cyan Obsidian Shulker Box
ironchest:iron_shulker_box_purple:0, Purple Iron Shulker Box
ironchest:iron_shulker_box_purple:1, Purple Gold Shulker Box
ironchest:iron_shulker_box_purple:2, Purple Diamond Shulker Box
ironchest:iron_shulker_box_purple:3, Purple Copper Shulker Box
ironchest:iron_shulker_box_purple:4, Purple Silver Shulker Box
ironchest:iron_shulker_box_purple:5, Purple Crystal Shulker Box
ironchest:iron_shulker_box_purple:6, Purple Obsidian Shulker Box
ironchest:iron_shulker_box_blue:0, Blue Iron Shulker Box
ironchest:iron_shulker_box_blue:1, Blue Gold Shulker Box
ironchest:iron_shulker_box_blue:2, Blue Diamond Shulker Box
ironchest:iron_shulker_box_blue:3, Blue Copper Shulker Box
ironchest:iron_shulker_box_blue:4, Blue Silver Shulker Box
ironchest:iron_shulker_box_blue:5, Blue Crystal Shulker Box
ironchest:iron_shulker_box_blue:6, Blue Obsidian Shulker Box
ironchest:iron_shulker_box_brown:0, Brown Iron Shulker Box
ironchest:iron_shulker_box_brown:1, Brown Gold Shulker Box
ironchest:iron_shulker_box_brown:2, Brown Diamond Shulker Box
ironchest:iron_shulker_box_brown:3, Brown Copper Shulker Box
ironchest:iron_shulker_box_brown:4, Brown Silver Shulker Box
ironchest:iron_shulker_box_brown:5, Brown Crystal Shulker Box
ironchest:iron_shulker_box_brown:6, Brown Obsidian Shulker Box
ironchest:iron_shulker_box_green:0, Green Iron Shulker Box
ironchest:iron_shulker_box_green:1, Green Gold Shulker Box
ironchest:iron_shulker_box_green:2, Green Diamond Shulker Box
ironchest:iron_shulker_box_green:3, Green Copper Shulker Box
ironchest:iron_shulker_box_green:4, Green Silver Shulker Box
